violation_code,violation_description,violation_key
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED DEAD MOUSE IN THE CAGE AREA OF THE ANNEX ROOM.  INSTRUCTED TO REMOVE, CLEAN AND SANITIZE.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK AT THE THREE COMPART",3907
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED EVIDENCE OF PEST ACITIVITY DURING TIME OF INSPECTION. NOTED APPROXIMATELY 7 SMALL BLACK LIVE FLIES FLYING AROUND SODA GUN AND FLOOR DRAINS LOCATED IN BAR PREP AREA, NOTED APPROXIMATELY 15 S",3908
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: NOTED EMPLOYEE FOOD STORED AT THE SAME REFRIGERATION UNIT WITH CUSTOMER FOODS. INSTRUCTED TO PROVIDE A DESIGNATED AREA WHERE EMPLOYEES CAN STORE THEIR FOOD. | 47. FOOD & N",3909
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD NOT PROTECTED ON DISPLAY COOLER IN PUBLIC VIEW. NO SNEEZE GUARDS OR BARRIERS FROM THE PUBLIC. INSTRUCTED TO PROVIDE ADEQUATE SNEEZE GUARDS. PRIORITY VIOLATIO",3910
39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED OIL CONTAINERS STORED ON THE FLOOR IN THE BASEMENT STORAGE AREA. INSTRUCTED MANAGER TO PROPERLY STORE AND PROTECT FOOD ITEMS FROM CONTAMINATION WHILE STORED BY EL",3911
40,"PERSONAL CLEANLINESS - Comments: OBSERVED EMPLOYEE WITH NO HAIR RESTRAINT. INSTRUCTED PIC THAT ALL EMPLOYEES THAT HANDLE FOOD OR DRINKS ARE REQUIRED TO WEAR HAIR RESTRAINT(HAT, HAIR NET) AT ALL TIMES. HAT PROVIDED AT TIME OF INSPECTION.",3912
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11  REPLACE THE TORN DOOR GASKET INSIDE OF THE RIGHT DOOR OF THE 4-DOOR PREP COOLER.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13",3913
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NEW RUBBER GASKETS NEEDED ON REACH IN COOLERS. INSTRUCTED TO INSTALL AND MAINTAIN.  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",3914
47,"""FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED MILK CRATES ARE USE TO STORE PRODUCTS. INSTRUCTED TO PROPERLY USE RAISED SHELVES 6"""" OFF THE FLOOR FOR EASY ACCESS ON CLEANING. | 54. GARBAGE & REFUSE""",3915
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DUST AND MOLDLIKE BUILD UP INSIDE ALL (4) DISPLAY COOLER. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Com",3916
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE HANDLE BROKEN ON THE FREEZER DOOR. MUST REPAIR/REPLACE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERV",3917
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INTERIOR/EXTERIOR OF THE FRYERS WITH A BUILD UP OF FOOD, GREASE AND DIRT. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FRYERS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: THE INTERIO/EXTERIOR OF",3918
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURES AND SUPPLIES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION 7-38-005 | 36. THERMOMETERS PROVIDED & ACCUR,3919
5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO SUPPLIES ON SITE TO PROPERLY RESPOND TO VOMIT AND/OR DIARRHEAL EVENTS THAT CAN POTENTIALLY OCCUR INSIDE OF THE FACILITY. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38,3920
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED EXCESSIVE AMOUNT OF WASTE INSIDE OF TOILET BOWLS IN MEN'S TOILET ROOM 2ND FLOOR. MUST CLEAN AND MAINTAIN AT ALL TIMES. INSTRUCTED TO POST OUT OF ORDER SIGN UNTIL TOILET",3921
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  OBSERVED MISSING AND CRACKED CEILING TILES IN KITCHEN PREP AND REAR STORAGE AREA. OBSERVED HOLE IN BASEBOARD NEAR EXTERIOR SIDE DOOR IN REAR STORAGE AREA. INSTRUCTED THE PERSON IN CHARGE",3922
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED 2 CEILING TILES MISSING IN THE TOILET ROOM. INSTRUCTED TO REPLACE AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOORS THROUGHOUT T",3923
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED PEELING CEILING PAINT ABOVE DISHMACHINE DRAIN BOARD. MUST REMOVE ALL PEELING PAINT FROM CEILING/REPAINT CEILING SMOOTH SURFACE.",3924
8,HANDS CLEAN & PROPERLY WASHED - Comments: OBSERVED A FOOD HANDLER WASHING HIS HANDS IN THE THREE-COMPARTMENT SINK AFTER HANDLING RAW CHICKEN. REVIEWED PROPER HAND WASHING AND WHERE TO WASH HANDS. PRIORITY FOUNDATION VIOLATION 7-38-010 CITATION ISSUED.,3925
DAL_054134,Violation Description - 1,3926
DAL_056417,Violation Description - 1,3927
DAL_060226,Violation Description - 1,3928
DAL_066260,Violation Description - 1,3929
DAL_070722,Violation Description - 1,3930
DAL_072724,Violation Description - 1,3931
DAL_074058,Violation Description - 1,3932
DAL_081396,Violation Description - 1,3933
DAL_081645,Violation Description - 1,3934
DAL_084879,Violation Description - 1,3935
DAL_086607,Violation Description - 1,3936
DAL_091756,Violation Description - 1,3937
DAL_103645,Violation Description - 1,3938
DAL_123880,Violation Description - 1,3939
DAL_139275,Violation Description - 1,3940
DAL_165392,Violation Description - 1,3941
DAL_168279,Violation Description - 1,3942
DAL_170186,Violation Description - 1,3943
DAL_171350,Violation Description - 1,3944
DAL_175675,Violation Description - 1,3945
DAL_179247,Violation Description - 1,3946
DAL_185215,Violation Description - 1,3947
DAL_188749,Violation Description - 1,3948
DAL_189783,Violation Description - 1,3949
DAL_191829,Violation Description - 1,3950
DAL_195683,Violation Description - 1,3951
DAL_199512,Violation Description - 1,3952
DAL_199726,Violation Description - 1,3953
DAL_220143,Violation Description - 1,3954
DAL_222795,Violation Description - 1,3955
DAL_223453,Violation Description - 1,3956
DAL_223496,Violation Description - 1,3957
DAL_226189,Violation Description - 1,3958
DAL_229390,Violation Description - 1,3959
DAL_246030,Violation Description - 1,3960
DAL_249936,Violation Description - 1,3961
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE ON PREMISE DURING TIME OF INSPECTION. INSTRUCTED TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION. NO CITATION ISSUED | 2. CITY OF CHICAGO FOOD",3962
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14 OBSERVED NO HAND WASHING SIGN IN THE EMPLOYEE TOILET ROOM. INSTRUCTED TO PROVIDE. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 5-202.12(,3963
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HAND WASHING SIGNS IN WASHROOMS OR AT EXPOSED HAND SINKS; INSTRUCTED TO POST AND MAINTAIN. CORRECTED ON SITE. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVE",3964
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HANDWASHING SINK IN THE DISHWASHING AREA INACCESSIBLE DUE TO LEAKY PIPE DRIPPING WASTE WATER ON THE PREP FLOOR AND BEEN COLLECTED WITH BUS PAN. PRIORITY FOUNDATION VIOLA,3965
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED LOW HOT WATER PRESSURE AT HAND SINK IN BOY'S 2ND FL. TOILET ROOM MUST REPAIR AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED A GAP ALONG",3966
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED METER HANDSINK FAUCET IN MEN AND WOMENS WASHROOMS PROVIDING A FLOW OF WATER FOR 11 SECONDS. INSTRUCTED TO REPAIR METER HANDSINK FAUCET AT WOMEN AND MENS WASHROOMS.METERE,3967
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE IN RESTROOMS ON THIRD FLOOR(BOYS AND GIRLS). INSTRUCTED PERSON IN CHARGE TO PROVIDE SIGNAGE AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFL,3968
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO SOAP AVAILABLE AT THE HANDWASHING SINK IN THE PREP/DISHWASHING AREA AND AT THE HANDWASHING SINK AT THE FRONT SERVING LINE AREA. INSTRUCTED TO PROVIDE. PRIORITY FOUNDA,3969
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO SOAP IN BOYS SECOND FLOOR WASHROOM. INSTRUCTED MANAGER TO PROVIDE SOAP AT HAND WASHING SINKS AND MAINTAIN. PRIORITY FOUNDATION 7-38-030(C) | 54. GARBAGE & REFUSE PROP,3970
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED WATER TEMPERATURE AT HAND WASHING SINK IN WOMEN'S TOILET ROOM AT 145F. WATER TEMPERATURE AT HAND WASHING SINK IN MEN'S TOILET ROOM FOUND AT 149F. BOTH ARE AUTOMATIC HAND,3971
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: WEAK HOT WATER PRESSURE AT REAR PREP AREA HAND WASH SINK. INSTRUCTED TO PROVIDE UNDER CITY PRESSURE.,3972
2,"CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11 OBSERVED NO ORIGINAL/VALID CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER'S CERTIFICATE POSTED NOR ON SITE WHILE TCS FOODS (COOKED RICE, BEEF) ARE BEING PREPARED HANDLED AND SER",3973
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO FOOD MANAGER CERTIFICATE ON SITE WHILE TCS FOODS ARE PREPARED AND SERVED. INSTRUCTED MANAGER TO ENSURE A CERTIFIED FOOD MANAGER IS ON SITE AT ALL TIMES. THE MA,3974
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: THE PERSON IN CHARGE DOES NOT HAVE A CITY CERTIFICATION OR DOCUMENTATION OF PENDING CITY CERTIFICATE AT THE TIME OF INSPECTION WHILE TCS FOODS SUCH AS BEANS AND RICE COOKED AND SERVED ON-,3975
25,"CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: 3-603.11 OBSERVED ITEMS ON THE MENU WITH A CONSUMER DISCLOSURE THAT CAN NOT BE ORDERED UNDERCOOKED OR RAW SUCH AS GARLIC SHRIMP, BAKED CHICKEN WINGS, SPICY SHRIMP PASTA, ROSEMARY CHICKEN",3976
25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED INCOMPLETE DISCLOSURE ON BRUNCH MENU AND MISSING ASTERISK(NOTATION OF UNDERCOOKED ITEMS)ON DAILY BAR MENU. INSTRUCTED PERSON IN CHARGE TO PROVIDE PROPER DISCLOSURE AND ASTERISK(,3977
33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: OBSERVED 2-DOOR COOLER WITH AN AMBIENT AIR TEMPERATURE OF 50 F. INSTRUCTED MANAGER TO ENSURE ALL COLD HOLDING UNITS HAVE AN AMBIENT AIR TEMPERATURE OF 41 F AND BELOW.,3978
36,"THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B) OBSERVED NO AMBIENT AIR THERMOMETER INSIDE THE COLD HOLDING UNIT ACROSS FROM THE VENTILATION HOOD IN THE FOOD PREP AREA. INSTRUCTED TO PROVIDE AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS N",3979
38,"""INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: Inspector Comments: Inspector Comments: OBSERVED AN APPX. """"1/2-3/4"""" GAP ALONG BOTTOM LEFT CORNER OF REAR DOOR AND FRONT DOOR ALONG TOP.MUST MAKE DOORS TIGHT FITTING | 55. PHYSICAL FACILITIES INSTALL""",3980
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 1/2 INCH GAP AT BOTH FRONT DOOR AND REAR DOOR SWEEPS. MUST RODENT PROOF BOTH ENTRANCE/EXIT DOORS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: REAR BAR 3-COMPARTMENT SINK M",3981
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 20-40 RODENT DROPPINGS THROUGHOUT BASEMENT. INSTRUCTED TO REMOVE DROPPINGS, RECEIVE ADDITIONAL PEST CONTROL SERVICE, AND MAINTAIN PREMISES FREE OF PEST ACTIVITY. PRIORITY FOUN",3982
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED SCREEN REAR DOOR NOT RODENTPROOF ON BOTTOM OR SIDES OF DOOR. DOOR MUST BE COMPLETELY RODENTPROOF TO DETER INSECT AND RODENT ENTRY. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STO",3983
38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED THE CENTER OF THE DOOR IN THE CENTER OF THE FACILITY NOT RODENT PROOFED AT THE BOTTOM AS REQUIRED.  A MAIL SLOT IS LOCATED AT THE BOTTOM OF THE DOOR FOR MAIL AND IS NOT CLOSED ENTIRELY ALLO",3984
41,"WIPING CLOTHS: PROPERLY USED & STORED - Comments: ALL WIPING CLOTHS MUST BE STORED IN A CLEAN SANITIZING SOLUTION AT ALL TIMES INSTRUCTED TO CORRECT AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USE",3985
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11: OBSERVED DAMAGED GASKETS ON BOTH DOORS OF TWO DOOR FREEZER IN REAR PREP AREA. INSTRUCTED TO REPAIR OR REPLACE DAMAGED GASKETS ON BOTH DOORS OF TWO",3986
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: Inspector Comments: MUST REMOVE RUST FROM LID OF CHEST FREEZER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Inspector Comments: MUST",3987
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED BADLY STAINED YELLOW CUTTING BOARD IN REAR FOOD PREP AREA. INSTRUCTED THAT IT MUST BE REPLACED AS A MEANS OF PREVENTING POSSIBLE CONTAMINATION OF F",3988
47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: WOOD LEGS UNDER THE HANDWASHING SINK  IN THE BAR AREA ARE NOT EASILY CLEANABLE. THE SURFACE MUST BE SMOOTH, CLEANABLE AND NON-ABSORBENT MATERIAL | 51. PLUMB",3989
48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO IRREVERSIBLE TEST STRIPS/TESTING DEVICE ON SITE TO ADEQUATELY MEASURE THE UTENSIL SURFACE TEMPERATURE (160F) AFTER THE FINAL RINSE FOR HIGH TEMP DISH MACHINE. I",3990
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN THE INTERIOR OF THE DEEP FRYER, TOP OF THE STOVE, STORAGE SHELVES, AND PREP TABLES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CLEAN THE FLOOR BENEATH THE COOKING EQUIPME",3991
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND OLD DRIED AND DISCOLORED MEAT DEBRIS ON NON-FOOD CONTACT PARTS OF THE MEAT SLICER. MUST DETAIL CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK CO,3992
49,NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DEBRIS BUILD UP INSIDE VARIOUS COOLERS INCLUDING PREP COOLERS AND INSIDE WALK-IN FREEZER. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN INTERIOR AND EXTERIOR OF COOLERS. | 53. TOILET FACILITIES: PR,3993
49,"NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ICE BUILD UP IN REACH IN COOLER CONDENSER (REACH IN COOLER UNDER OVEN). INSTRUCTED MANAGER MUST REMOVE ICE BLOCK BUILD UP INSIDE COOLER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",3994
51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NO BACKFLOW PREVENTION DEVICE LOCATED AT THE SUPPLY LINE TO THE ICE MACHINE.  MANAGEMENT INSTRUCTED TO INSTALL AND MAINTAIN. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: NO GREASE TR,3995
53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: MISSING COVER FOR RECEPTACLES IN GIRL STUDENTS TOILET ROOMS. INSTD TO PROVIDE COVERS AND MAINTAIN",3996
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CEILING TILES ABOVE OVEN IN THE REAR KITCHEN AREA TO BE SOILED WITH DUST AND DEBRIS. INSTRUCTED TO CLEAN CEILINGS AND OTHER PHYSICAL FACILITIES AT ADEQUATE FREQUENCY TO PREVENT BU",3997
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED HEAVY DUST BUILD UP ON VENTILATION VENTS INSIDE CUSTOMER'S WASHROOMS. MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED PEELING",3998
55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WALL IN BASEMENT BESIDE ICE MACHINE TO BE PEELING AND IN DISREPAIR. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN TO BE SMOOTH AND EASILY CLEANABLE.",3999
56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-303.11--OBSERVED LIGHT OUT IN INTERIOR HOOD. INSTRUCTED TO REPLACE LIGHT BULB IN INTERIOR OF HOOD. OBSERVED DIMLY LIT WALK IN COOLER. INSTRUCTED TO INCREASE LIGHT INTENSITY IN WALK,4000
9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED - Comments: Bare hand contact with ready-to eat foods. Observed a bar tender handling lime wedges with bare hand and placing it in customer's drink. Instructed,4001
DAL_056063,Violation Description - 1,4002
DAL_061554,Violation Description - 1,4003
DAL_074656,Violation Description - 1,4004
DAL_083369,Violation Description - 1,4005
DAL_083634,Violation Description - 1,4006
DAL_093436,Violation Description - 1,4007
DAL_100125,Violation Description - 1,4008
DAL_112638,Violation Description - 1,4009
DAL_114553,Violation Description - 1,4010
DAL_120776,Violation Description - 1,4011
DAL_121469,Violation Description - 1,4012
DAL_123474,Violation Description - 1,4013
DAL_127125,Violation Description - 1,4014
DAL_138362,Violation Description - 1,4015
DAL_141871,Violation Description - 1,4016
DAL_147124,Violation Description - 1,4017
DAL_150489,Violation Description - 1,4018
DAL_151343,Violation Description - 1,4019
DAL_154863,Violation Description - 1,4020
DAL_156936,Violation Description - 1,4021
DAL_160036,Violation Description - 1,4022
DAL_160090,Violation Description - 1,4023
DAL_164386,Violation Description - 1,4024
DAL_168399,Violation Description - 1,4025
DAL_171768,Violation Description - 1,4026
DAL_175385,Violation Description - 1,4027
DAL_178410,Violation Description - 1,4028
DAL_178842,Violation Description - 1,4029
DAL_178941,Violation Description - 1,4030
DAL_186501,Violation Description - 1,4031
DAL_188463,Violation Description - 1,4032
DAL_191962,Violation Description - 1,4033
DAL_193200,Violation Description - 1,4034
DAL_193902,Violation Description - 1,4035
DAL_196428,Violation Description - 1,4036
DAL_197230,Violation Description - 1,4037
DAL_200977,Violation Description - 1,4038
DAL_202624,Violation Description - 1,4039
DAL_204879,Violation Description - 1,4040
DAL_207448,Violation Description - 1,4041
DAL_210938,Violation Description - 1,4042
DAL_215178,Violation Description - 1,4043
DAL_222023,Violation Description - 1,4044
DAL_235549,Violation Description - 1,4045
DAL_237924,Violation Description - 1,4046
DAL_237988,Violation Description - 1,4047
DAL_239181,Violation Description - 1,4048
DAL_246706,Violation Description - 1,4049
DAL_247814,Violation Description - 1,4050
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: 2-102.14. NOTED NO PERSON IN CHARGE PRESENT AT THE TIME OF INSPECTION. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CE",4051
1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PERSON IN CHARGE HAS NO VALID CITY OF CHICAGO SANITATION CERTIFICATE AS REQUIRED. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID",4052
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  OBSERVED NO HAND WASHING SIGNS AT HAND WASHING SINKS IN STARBUCKS, WAIT STATION, RESTAURANT AND BAR AREAS. INSTRUCTED MANAGER TO PROVIDE HAND WASHING SIGNS AT ALL HAND WASHING S",4053
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: ALL (7) HANDSINKS ON SITE IN NEED OF SOAP TO PROPERLY WASH HANDS. MUST INSTALL AND MAINTAIN. PRIORITY FOUNDATION 7-38-030(C) | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AN,4054
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT HANDSINK BEHIND FRONT SERVICE COUNTER | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: INSTRUCTED TO PROVIDE THERMOMETER VISIBLE AN,4055
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MUST INSTALL HANDWASHING SINK IN KITCHEN NEAR THREE-COMPARTMENT SINK NEXT TO ADDITIONAL PREP AREA. PRIORITY FOUNDATION VIOLATION 7-38-030(C) CITATION ISSUED | 10. ADEQUATE HANDWA,4056
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HAND WASHING SINKS IN BASEMENT BOY'S 1ST & 3RD FL.SINK NOT OPERABLE AND ADJUST FAUCETS AT MOST SINKS IN TOILETROOMS. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED A,4057
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN POSTED NEAR HAND WASHING SINK IN FRONT FOOD PREPARATION AREA. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONS,4058
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE AT THE EXPOSED HANDWASHING SINK BEHIND THE FIRST FLOOR BAR, INSTRUCTED TO PROVIDE AND MAINTAIN. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARAT",4059
10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE IN REAR RESTROOM. INSTRUCTED PERSON IN CHARGE TO PROVIDE AND MAINTAIN SIGNAGE. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THER,4060
10,"ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: PAPER TOWELS NOT PROVIDED AT THE FOLLOWING HANDSINKS; 1ST FLOOR GELATERIA PREP AREA, CANNOLI AND CANDY PREP,2ND FLOOR PIZZERIA PREP, AND BOTH HANDSINKS LOCATED IN 2ND FLOOR DISH",4061
16,"FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-602.11(B-E)	OBSERVED INTERIOR OF BEER COOLER BEHIND BAR UNCLEAN. MUST CLEAN AND MAINTAIN. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-305.12 OBSERVED",4062
16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: INTERIOR PANEL OF ICE MACHINE WITH SLIGHT DEBRIS ACCUMULATION. INSTD TO CLEAN ND MAINTAIN SAME.,4063
2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: FACILITY DID NOT PROVIDE A VALID CITY OF CHICAGO FOOD SERVICE MANAGER SANITATION CERTIFICATE FOR SHARED KITCHEN OPERATION WHILE SHARED KITCHEN USERS WERE HANDLING FOOD ON SITE. INFORMED F,4064
